       0	0.821054	-0.518398	  -1.368	0.378946
       1	0.957028	 1.00163	-7.36638	0.135974
       2	0.996697	0.187061	-4.71557	0.0396689
       3	0.999978	0.0133018	-4.05302	0.00328195
       4	       1	8.58307e-05	-4.00034	2.14577e-05
       5	       1	       0	      -4	       0
