0 0.00156318 0.999997 0.451697
0.903395 0.044711 0.999907 0.461746
1.82689 0.0849686 0.999814 0.47621
2.77931 0.122771 0.999719 0.491544
3.76239 0.158191 0.999621 0.507865
4.77813 0.191308 0.999519 0.525369
5.82886 0.222204 0.999414 0.544142
6.91715 0.250959 0.999305 0.564001
8.04515 0.277638 0.999193 0.586029
9.21721 0.302348 0.999076 0.608917
10.435 0.325132 0.998954 0.633958
11.703 0.346081 0.998827 0.661681
13.0263 0.36529 0.998695 0.690963
14.4082 0.382812 0.998557 0.723731
15.8557 0.398745 0.998413 0.75921
17.3741 0.413157 0.998261 0.79929
18.9727 0.42614 0.998101 0.842356
20.6574 0.437753 0.997933 0.891442
22.4403 0.448087 0.997755 0.945372
24.331 0.457208 0.997567 1.00736
26.3458 0.465205 0.997366 1.0763
28.4984 0.472143 0.997151 1.15685
30.8121 0.478109 0.99692 1.24892
33.3099 0.483173 0.996671 1.35591
36.0217 0.487413 0.996401 1.48388
38.9895 0.490906 0.996106 1.63731
42.2641 0.493729 0.995779 1.82297
45.91 0.495954 0.995416 2.05634
50.0227 0.497659 0.995007 2.35442
54.7316 0.498916 0.994539 2.74959
60.2307 0.4998 0.993992 3.28927
66.8093 0.500379 0.993338 4.07176
74.9528 0.500724 0.99253 5.28122
85.5153 0.500901 0.991482 7.35065
100.217 0.500972 0.990025 11.4453
123.107 0.500988 0.987762 21.369
165.845 0.500986 0.983549 46.3467
258.539 0.500978 0.974474 78.0627
414.664 0.500964 0.959378 107.388
629.44 0.500944 0.938993 132.713
894.865 0.50092 0.914397 153.701
1202.27 0.500893 0.886715 171.444
1545.16 0.500864 0.856826 187.409
1919.97 0.500833 0.825304 202.326
2324.63 0.5008 0.792573 216.055
2756.74 0.500767 0.759053 228.765
3214.27 0.500733 0.725106 241.466
3697.2 0.500699 0.690918 254.871
4206.94 0.500664 0.65658 269.022
4744.98 0.50063 0.622185 283.663
5312.31 0.500596 0.587867 298.484
5909.28 0.500561 0.553798 314.08
6537.44 0.500527 0.520078 330.832
7199.1 0.500494 0.486777 348.477
7896.06 0.500461 0.454003 368.207
8632.47 0.500428 0.421767 389.459
9411.39 0.500396 0.390158 412.37
10236.1 0.500365 0.359267 437.087
11110.3 0.500335 0.32919 464.757
12039.8 0.500305 0.299965 496.294
13032.4 0.500277 0.271615 531.693
14095.8 0.500249 0.244209 568.691
15233.2 0.500222 0.217948 590.756
16414.7 0.500197 0.193653 614.286
17643.3 0.500175 0.171258 639.866
18923 0.500154 0.15068 667.847
20258.7 0.500134 0.131833 698.105
21654.9 0.500117 0.114647 731.304
23117.5 0.500101 0.099041 767.84
24653.2 0.500086 0.0849353 808.064
26269.3 0.500073 0.0722541 852.705
27974.7 0.500062 0.060919 902.336
29779.4 0.500052 0.0508538 958.125
