0 0.00156318 0.999997 0.0178714
0.0357427 0.00334512 0.999993 0.0204407
0.076624 0.00537544 0.999989 0.0337976
0.144219 0.00871433 0.999982 0.0558828
0.255985 0.0141858 0.999971 0.0639168
0.383819 0.0203693 0.999959 0.073106
0.53003 0.0273455 0.999944 0.120877
0.771785 0.038659 0.99992 0.138255
1.0483 0.0512681 0.999892 0.158132
1.36456 0.0652689 0.99986 0.261463
1.88749 0.0874689 0.999808 0.432317
2.75212 0.121722 0.999722 0.784027
4.32017 0.176766 0.999565 1.16845
6.65707 0.244334 0.999331 1.5444
9.74586 0.312538 0.999023 1.89037
13.5266 0.371868 0.998645 2.20977
17.9461 0.417995 0.998204 2.51657
22.9793 0.45082 0.997702 2.82797
28.6352 0.472494 0.997137 3.16269
34.9606 0.485854 0.996507 3.54073
42.0421 0.493537 0.995801 3.98418
50.0104 0.497633 0.995008 4.52252
59.0555 0.499633 0.994109 5.19417
69.4438 0.500512 0.993077 6.05541
81.5546 0.500849 0.991875 7.1987
95.952 0.500957 0.990448 8.77392
113.5 0.500984 0.988711 11.0542
135.608 0.500987 0.986528 14.507
164.622 0.500985 0.983669 20.2165
205.055 0.500981 0.9797 30.4761
266.007 0.500975 0.973747 50.3908
366.789 0.500965 0.963983 69.5563
505.902 0.50093 0.950665 79.2232
548.911 0.500944 0.946585 21.1353
591.182 0.500943 0.942592 23.6346
638.451 0.500939 0.938147 29.2281
696.908 0.500933 0.932679 36.0844
769.076 0.500924 0.925973 41.2903
837.569 0.500903 0.919652 33.7426
882.482 0.500913 0.915531 22.0772
926.636 0.500912 0.911497 24.2808
975.198 0.500908 0.907082 29.0519
1033.3 0.500902 0.901826 36.4426
1106.19 0.500893 0.895277 41.5913
1175.61 0.500871 0.889084 34.1976
1219.98 0.500883 0.885147 21.7862
1263.55 0.500882 0.881299 24.0516
1311.66 0.500878 0.87707 29.1602
1369.98 0.500873 0.87197 36.6175
1443.21 0.500865 0.865607 42.674
1522.44 0.50082 0.858776 39.0075
1559.52 0.500853 0.855598 18.2804
1596.08 0.500853 0.852476 21.304
1638.68 0.50085 0.848851 27.7916
1694.27 0.500845 0.844146 39.4129
1773.09 0.500836 0.837518 47.4407
1846.81 0.500805 0.831367 36.1852
1887.4 0.500826 0.828 19.9716
1927.34 0.500825 0.824699 22.7643
1972.87 0.500822 0.820953 28.8864
2030.64 0.500817 0.816223 38.7528
2108.15 0.500809 0.809922 46.8102
2182.16 0.500778 0.803949 36.3873
2222.85 0.500798 0.800685 20.0183
2262.89 0.500798 0.797485 22.7891
2308.47 0.500795 0.793859 28.9547
2366.38 0.50079 0.789275 36.9344
2440.25 0.500783 0.783466 43.8259
2527.9 0.500705 0.776629 43.2074
2560.92 0.500769 0.774069 16.2168
2593.35 0.500772 0.771562 19.0623
2631.48 0.500769 0.768626 25.365
2682.21 0.500766 0.764737 37.6728
2757.55 0.500759 0.758996 54.7117
2866.98 0.500587 0.750737 70.0843
2894.77 0.500736 0.748653 13.6378
2922.05 0.500746 0.746613 15.9275
2953.9 0.500745 0.744239 20.9023
2995.71 0.500742 0.741134 29.2847
3054.28 0.500737 0.736806 41.5304
3137.34 0.500726 0.730711 46.9899
3196.64 0.500718 0.726391 29.1346
3248.99 0.500718 0.722598 25.7256
3300.44 0.500717 0.71889 26.2965
3353.03 0.500714 0.715119 27.8198
3408.67 0.50071 0.711151 29.878
3468.43 0.500704 0.706914 31.4183
3531.27 0.500694 0.702486 31.2488
3583 0.500694 0.698861 25.3814
3633.77 0.500694 0.695322 26.0786
3685.92 0.500691 0.691705 27.9765
3741.88 0.500687 0.687846 30.4563
3802.79 0.500681 0.683669 32.2661
3867.32 0.500668 0.679271 31.9285
3916.09 0.500672 0.675967 23.9621
3964.01 0.500672 0.672735 25.3796
4014.77 0.500669 0.669329 28.6154
4072 0.500665 0.665509 32.8791
4137.76 0.500658 0.661147 35.5946
4202.77 0.500644 0.656863 31.988
4250.6 0.50065 0.653728 23.4722
4297.54 0.50065 0.650667 25.0744
4347.69 0.500648 0.647412 28.7542
4405.2 0.500644 0.643699 33.5337
4472.27 0.500637 0.639397 36.8325
4539.37 0.50062 0.635121 32.988
4584.99 0.500629 0.63223 22.4596
4629.91 0.500629 0.629396 24.569
4679.05 0.500627 0.626311 29.0875
4737.23 0.500623 0.622678 34.5793
4806.38 0.500617 0.618387 38.9631
4877.88 0.500592 0.613981 35.1783
4920.19 0.500609 0.611389 20.8522
4961.89 0.500609 0.608845 23.4711
5008.83 0.500606 0.605993 29.2926
5067.42 0.500603 0.602453 37.1242
5141.67 0.500597 0.597997 45.2477
5232.16 0.500507 0.59261 44.9744
5263.5 0.500585 0.590755 15.4622
5294.43 0.500589 0.588931 18.2349
5330.9 0.500587 0.586787 24.3276
5379.55 0.500584 0.583939 36.6735
5452.9 0.50058 0.579672 46.3112
5545.52 0.500547 0.574328 50.1653
5585.47 0.500569 0.572038 19.7052
5624.88 0.50057 0.569788 22.597
5670.08 0.500568 0.567218 29.0322
5728.14 0.500564 0.563934 38.838
5805.82 0.500558 0.559571 46.3278
5881.32 0.500527 0.555362 37.1714
5921.46 0.50055 0.553137 19.7301
5960.92 0.500551 0.550959 22.5468
6006.02 0.500549 0.54848 28.8
6063.62 0.500546 0.54533 37.9585
6139.54 0.500541 0.541205 46.329
6232.19 0.500446 0.536214 46.4228
6263.3 0.500528 0.534548 15.3358
6293.97 0.500533 0.532911 18.0708
6330.11 0.500531 0.530989 24.1087
6378.33 0.500529 0.528435 34.7023
6447.73 0.500525 0.52478 47.5029
6542.74 0.500532 0.519818 54.2422
6592.32 0.500522 0.517247 24.3383
6640.99 0.500517 0.514735 25.5494
6692.09 0.500513 0.512112 28.3863
6748.86 0.500511 0.509213 31.9782
