2.73822e-06 1.99973 1.28254e-06
5.30331e-06 1.99947 1.22805e-06
7.75941e-06 1.99922 1.19314e-06
1.01457e-05 1.99899 1.17033e-06
1.24864e-05 1.99875 1.15531e-06
1.4797e-05 1.99852 1.14557e-06
1.70881e-05 1.99829 1.13945e-06
1.9367e-05 1.99807 1.13534e-06
2.16377e-05 1.99784 1.13283e-06
2.39033e-05 1.99761 1.13112e-06
2.61656e-05 1.99739 1.13021e-06
2.8426e-05 1.99716 1.1295e-06
3.0685e-05 1.99694 1.12899e-06
3.2943e-05 1.99671 1.12888e-06
3.52008e-05 1.99649 1.12877e-06
3.74583e-05 1.99626 1.12906e-06
3.97164e-05 1.99604 1.12934e-06
4.19751e-05 1.99581 1.12963e-06
4.42344e-05 1.99559 1.12972e-06
4.64938e-05 1.99536 1.13e-06
4.87538e-05 1.99514 1.13029e-06
5.10144e-05 1.99491 1.13058e-06
5.32755e-05 1.99469 1.13086e-06
5.55373e-05 1.99446 1.13115e-06
5.77996e-05 1.99424 1.13124e-06
6.0062e-05 1.99401 1.13152e-06
6.23251e-05 1.99379 1.13181e-06
6.45887e-05 1.99356 1.1321e-06
6.68529e-05 1.99334 1.13239e-06
6.91177e-05 1.99311 1.13267e-06
7.1383e-05 1.99289 1.13276e-06
7.36485e-05 1.99266 1.13305e-06
7.59146e-05 1.99244 1.13334e-06
7.81813e-05 1.99221 1.13362e-06
8.04486e-05 1.99199 1.13391e-06
8.27164e-05 1.99176 1.1342e-06
8.49848e-05 1.99154 1.13449e-06
8.72537e-05 1.99131 1.13457e-06
8.95229e-05 1.99109 1.13486e-06
9.17926e-05 1.99086 1.13515e-06
9.40629e-05 1.99064 1.13544e-06
9.63338e-05 1.99041 1.13573e-06
9.86053e-05 1.99019 1.13601e-06
0.000100877 1.98996 1.1361e-06
0.000103149 1.98974 1.13639e-06
0.000105422 1.98951 1.13668e-06
0.000107696 1.98929 1.13697e-06
0.00010997 1.98906 1.13726e-06
0.000112244 1.98884 1.13754e-06
0.000114519 1.98861 1.13783e-06
0.000116795 1.98839 1.13792e-06
0.000119071 1.98816 1.13821e-06
0.000121347 1.98794 1.1385e-06
0.000123624 1.98771 1.13879e-06
0.000125902 1.98749 1.13908e-06
0.00012818 1.98726 1.13937e-06
0.000130459 1.98704 1.13966e-06
0.000132738 1.98681 1.13974e-06
0.000135017 1.98659 1.14003e-06
0.000137297 1.98636 1.14032e-06
0.000139578 1.98614 1.14061e-06
0.000141859 1.98591 1.1409e-06
0.000144141 1.98569 1.14119e-06
0.000146423 1.98546 1.14148e-06
0.000148706 1.98524 1.14157e-06
0.00015099 1.98501 1.14186e-06
0.000153273 1.98479 1.14215e-06
0.000155558 1.98456 1.14244e-06
0.000157842 1.98434 1.14273e-06
0.000160128 1.98411 1.14302e-06
0.000162414 1.98389 1.14331e-06
0.000164701 1.98366 1.1434e-06
0.000166987 1.98344 1.14369e-06
0.000169275 1.98321 1.14398e-06
0.000171563 1.98299 1.14427e-06
0.000173851 1.98276 1.14456e-06
0.00017614 1.98254 1.14485e-06
0.00017843 1.98231 1.14514e-06
0.00018072 1.98209 1.14523e-06
0.000183011 1.98186 1.14552e-06
0.000185302 1.98164 1.14581e-06
0.000187593 1.98141 1.1461e-06
0.000189886 1.98119 1.14639e-06
0.000192178 1.98097 1.14668e-06
0.000194472 1.98074 1.14697e-06
0.000196766 1.98052 1.14706e-06
0.00019906 1.98029 1.14735e-06
0.000201355 1.98007 1.14764e-06
0.00020365 1.97984 1.14793e-06
0.000205946 1.97962 1.14822e-06
0.000208242 1.97939 1.14852e-06
0.000210539 1.97917 1.14881e-06
0.000212837 1.97894 1.1489e-06
0.000215135 1.97872 1.14919e-06
0.000217433 1.97849 1.14948e-06
0.000219732 1.97827 1.14977e-06
0.000222031 1.97804 1.15006e-06
0.000224332 1.97782 1.15035e-06
0.000226632 1.97759 1.15065e-06
0.000228934 1.97737 1.15094e-06
0.000231235 1.97714 1.15103e-06
0.000233537 1.97692 1.15132e-06
0.00023584 1.97669 1.15161e-06
0.000238143 1.97647 1.1519e-06
0.000240447 1.97624 1.1522e-06
0.000242752 1.97602 1.15249e-06
0.000245057 1.97579 1.15278e-06
0.000247362 1.97557 1.15287e-06
0.000249668 1.97534 1.15316e-06
0.000251974 1.97512 1.15346e-06
0.000254281 1.97489 1.15375e-06
0.000256589 1.97467 1.15404e-06
0.000258897 1.97444 1.15433e-06
0.000261205 1.97422 1.15463e-06
0.000263515 1.97399 1.15492e-06
0.000265824 1.97377 1.15501e-06
0.000268134 1.97354 1.1553e-06
0.000270445 1.97332 1.1556e-06
0.000272756 1.97309 1.15589e-06
0.000275068 1.97287 1.15618e-06
0.00027738 1.97264 1.15648e-06
0.000279693 1.97242 1.15677e-06
0.000282007 1.97219 1.15706e-06
0.000284321 1.97197 1.15715e-06
0.000286635 1.97174 1.15745e-06
0.00028895 1.97152 1.15774e-06
0.000291266 1.97129 1.15803e-06
0.000293582 1.97107 1.15833e-06
0.000295898 1.97084 1.15862e-06
0.000298216 1.97062 1.15891e-06
0.000300533 1.97039 1.15921e-06
0.000302852 1.97017 1.1593e-06
