0.22 2249
0.24 2080
0.26 1917
0.28 1787
0.3 1683
0.32 1594
0.34 1517
0.36 1449
0.38 1388
0.4 1333
0.42 1282
0.44 1235
0.46 1192
0.48 1151
0.5 1114
0.52 1079
0.54 1046
0.56 1015
0.58 986
0.6 958
0.62 931
0.64 907
0.66 883
0.68 860
0.7 838
0.72 817
0.74 798
0.76 778
0.78 760
0.8 742
0.82 725
0.84 708
0.86 693
0.88 677
0.9 662
0.92 647
0.94 633
0.96 620
0.98 606
1 593
1.02 580
1.04 568
1.06 556
1.08 544
1.1 532
1.12 521
1.14 510
1.16 499
1.18 488
1.2 478
1.22 467
1.24 457
1.26 447
1.28 436
1.3 427
1.32 417
1.34 407
1.36 398
1.38 388
1.4 378
1.42 369
1.44 360
1.46 350
1.48 341
1.5 331
1.52 322
1.54 312
1.56 303
1.58 294
1.6 284
1.62 274
1.64 264
1.66 255
1.68 244
1.7 235
1.72 224
1.74 214
1.76 203
1.78 192
1.8 180
1.82 169
1.84 156
1.86 144
1.88 80
1.9 86
1.92 100
1.94 138
1.96 190
1.98 262
