0.200000 1.023826
0.250000 0.960003
0.300000 0.896072
0.350000 0.832191
0.400000 0.767765
0.450000 0.703916
0.500000 0.640093
0.550000 0.575965
0.600000 0.511886
0.650000 0.447773
0.700000 0.384033
0.750000 0.319906
0.800000 0.256058
0.850000 0.192317
0.900000 0.127810
0.950000 0.063765
1.000000 -0.000000
1.050000 0.063905
1.100000 0.127983
1.150000 0.192095
1.200000 0.255975
1.250000 0.320044
1.300000 0.383949
1.350000 0.447714
1.400000 0.512279
1.450000 0.576101
1.500000 0.639867
1.550000 0.703771
1.600000 0.767815
1.649999 0.832241
1.699999 0.896006
1.749999 0.959911
1.799999 1.023873
1.849999 1.087802
1.899999 1.152063
1.949999 1.216132
1.999999 1.280012
2.049999 1.343942
2.099999 1.407764
2.149999 1.472272
2.199999 1.536094
2.249999 1.599999
2.299999 1.663904
2.349999 1.727808
2.399999 1.792060
2.449999 1.856139
2.499999 1.920043
2.549999 1.983891
2.599999 2.047771
2.649999 2.112360
2.699999 2.176100
2.749999 2.240030
2.799999 2.303992
2.849998 2.367979
2.899998 2.432009
2.949998 2.495923
2.999998 2.560132
3.049998 2.623872
3.099998 2.687802
3.149998 2.752145
3.199998 2.816271
3.249998 2.879954
3.299998 2.943859
3.349998 3.007764
3.399998 3.072155
3.449998 3.136093
3.499998 3.199998
3.549998 3.263985
3.599998 3.327750
3.649998 3.392142
3.699998 3.456046
3.749998 3.519960
3.799998 3.583889
3.849998 3.647852
3.899997 3.712186
3.949997 3.776042
3.999997 3.839947
4.049997 3.903991
4.099998 3.967896
4.149998 4.032008
4.199998 4.095913
4.249998 4.160131
4.299998 4.224118
4.349998 4.287718
4.399999 4.352135
4.449999 4.416014
4.499999 4.480118
4.549999 4.543858
4.599999 4.607927
4.650000 4.672236
4.700000 4.736001
4.750000 4.800079
4.800000 4.863984
4.850000 4.927889
4.900001 4.992141
4.950001 5.056045
