0 5.126e-06
0.03125 1.06096e-05
0.0625 1.64509e-05
0.09375 2.25306e-05
0.125 2.89679e-05
0.15625 3.60012e-05
0.1875 4.3273e-05
0.21875 5.10216e-05
0.25 5.91278e-05
0.28125 6.80685e-05
0.3125 7.73668e-05
0.34375 8.7142e-05
0.375 9.72748e-05
0.40625 0.000107884
0.4375 0.000119209
0.46875 0.000131249
0.5 0.000144005
0.53125 0.000157237
0.5625 0.000171185
0.59375 0.000186086
0.625 0.000201702
0.65625 0.000218034
0.6875 0.000234842
0.71875 0.000252724
0.75 0.00027132
0.78125 0.000291348
0.8125 0.000311852
0.84375 0.000333786
0.875 0.000356674
0.90625 0.000380516
0.9375 0.00040555
0.96875 0.000432014
1 0.000459671
1.03125 0.00048852
1.0625 0.000518799
1.09375 0.000550747
1.125 0.000583887
1.15625 0.000618458
1.1875 0.000654697
1.21875 0.000692368
