-5.000	0.038	0.054	0.077	-0.015	-0.055	0.031	-0.006	
-2.000	0.200	0.400	-0.000	-0.320	0.160	-0.031	0.000	
-0.500	0.800	0.400	-0.800	0.320	-0.055	0.000	0.000	
0.000	1.000	-0.400	-0.000	0.015	0.000	0.000	0.000	
0.500	0.800	-0.400	0.077	0.000	0.000	0.000	0.000	
2.000	0.200	-0.054	0.000	0.000	0.000	0.000	0.000	
5.000	0.038	0.000	0.000	0.000	0.000	0.000	0.000	
