0	53318.1	54520
1	51866.6	54522
2	52642.8	54522
3	52381.2	54522
4	51891.4	54522
5	52519.5	54522
6	52244.4	54522
7	51970.6	54522
8	52157.4	54520
9	52461.7	54522
10	52695.7	54522
11	52382.9	54522
12	52451.2	54522
13	52282.9	54522
14	52379.8	54522
15	51931.8	54522
16	52877.2	54522
17	52589.4	54522
18	52622	54522
19	52484	54522
20	51992.7	54522
21	52083.9	54522
22	52482.7	54522
23	52171.3	54522
24	52453.5	54522
25	51968	54522
26	52224.4	54520
27	51822.3	54522
28	52681.1	54522
29	51681.5	54520
30	52477	54522
31	52106.2	54522
32	51998.8	54522
33	51978.6	54522
34	52349.8	54522
35	51649.5	54520
36	52024.9	54522
37	52297.9	54522
38	51821.3	54522
39	52132.3	54522
40	52305	54522
41	52811.9	54520
42	51820.4	54522
43	52184.6	54522
44	52225.6	54520
45	51983.2	54522
46	52861.6	54522
47	52427.1	54522
48	52565.3	54522
49	52032.4	54520
50	51757.1	54522
51	51945.4	54522
52	52742.6	54520
53	52250.4	54522
54	52508.5	54522
55	51898.7	54522
56	52123.5	54522
57	52418.1	54522
58	51883.6	54522
59	52503.8	54522
60	52181	54522
61	52812.2	54522
62	52575.4	54522
63	51265.5	54522
64	52989	54522
65	51818.7	54522
66	52207.2	54522
67	52597.2	54522
68	52408.2	54522
69	52868.7	54522
70	52380.2	54522
71	52046.9	54522
72	51979.8	54520
73	52231.4	54522
74	52237	54522
75	51547.5	54522
76	51970.7	54522
77	51911.6	54520
78	52427.1	54522
79	51577	54522
80	52061.8	54522
81	51754.6	54522
82	52566.1	54520
83	52478.9	54522
84	52046.9	54522
85	52096.9	54522
86	52419	54522
87	52436.5	54522
88	51631	54522
89	51743.6	54522
90	52287.8	54522
91	51916.1	54522
92	51733.8	54522
93	52466	54522
94	51945.9	54522
95	52842.3	54520
96	52058.8	54522
97	52004.6	54522
98	52788.7	54522
99	52455.7	54522
