1 64
2 122.4
3 160.6
4 210.9
5 241.7
6 272
7 294.1
8 308.2
9 353.5
10 354.2
11 367.3
12 401
13 420.8
14 429.8
15 437.2
16 473.4
17 482.5
18 481
19 489.8
20 508.2
21 517.5
22 521.3
23 530.2
24 543.6
25 553.7
26 553
27 556.9
28 564.7
29 581.2
30 578.1
31 590.5
32 588.1
33 592.3
34 594.9
35 593.9
36 605.6
37 610.4
38 615.6
39 612.1
40 624.6
41 627.2
42 624.5
43 629.6
44 631.9
45 640.1
46 639.8
47 648
48 639.4
49 650
50 649.5
51 649.7
52 650.7
53 651
54 662.1
55 661.2
56 662.8
57 663.1
58 662.8
59 668.4
60 672
61 668.9
62 671.8
63 674.8
64 679.2
65 683.3
66 676.3
67 681.3
68 680.5
69 678
70 688.5
71 685.2
72 691.6
73 686.2
74 684.4
75 691.7
76 699
77 688.3
78 698.4
79 697.1
80 697.6
81 697.9
82 695
83 701.4
84 696.8
85 701.3
86 700.4
87 700.2
88 696.5
89 703.3
90 703.3
91 700.1
92 702.5
93 709.4
94 704.3
95 702.3
96 707.8
97 706.4
98 707.5
99 708.3
100 705.5
110 712.4
120 716.8
130 719
140 719.3
150 721.2
160 721.3
170 723.9
180 724.7
190 726
200 726.3
210 726.4
220 727.5
230 727.1
240 727.6
250 727.4
300 728.5
350 728.9
400 728.7
450 728.9
500 729
600 729
700 729
800 729
900 729
1000 729
