0	0.0728482	0.882772
1	0.378437	0.883863
2	0.565943	0.925222
3	0.647237	0.901743
4	0.692899	0.901743
5	0.727395	0.954943
6	0.779582	0.959638
7	0.796705	0.959638
8	0.800984	0.955437
9	0.824315	0.955611
10	0.852132	0.973121
11	0.848452	0.973399
12	0.869129	0.973399
13	0.878484	0.972522
14	0.875408	0.991891
15	0.854857	0.989509
16	0.84679	0.994433
17	0.824196	0.992432
18	0.872126	0.9936
19	0.894038	0.999321
20	0.882583	0.994375
21	0.891489	0.999075
22	0.894074	0.9936
23	0.865563	0.9936
24	0.865667	0.994317
25	0.847329	0.995
26	0.856816	0.994318
27	0.868843	0.993581
28	0.847409	0.997968
29	0.86351	0.998329
30	0.884408	0.998181
31	0.865884	0.998185
32	0.864404	0.998185
33	0.892603	0.99354
34	0.86439	0.993541
35	0.863817	0.993465
36	0.882225	0.993464
37	0.880702	0.993464
38	0.912503	0.993464
39	0.901457	0.998366
40	0.884943	0.998366
41	0.912157	0.998369
42	0.893646	0.99837
43	0.907001	0.99837
44	0.89603	0.998369
45	0.868061	0.99837
46	0.874647	0.99837
47	0.87195	0.998367
48	0.874107	0.998825
49	0.877946	0.998825
50	0.855122	0.999548
51	0.873484	0.998372
52	0.866195	0.998372
53	0.885236	0.999053
54	0.874606	0.998671
55	0.85854	0.998593
56	0.913597	0.999586
57	0.902423	0.999586
58	0.880942	0.999586
59	0.911367	0.999586
60	0.887752	0.999586
61	0.89443	0.999586
62	0.885919	0.999586
63	0.864256	0.999511
64	0.895134	0.999433
65	0.854149	0.999433
66	0.929944	0.999433
67	0.922064	0.998921
68	0.895356	0.998921
69	0.912384	0.998921
70	0.898153	0.999596
71	0.877483	0.998844
72	0.861709	0.998932
73	0.87255	0.999217
74	0.904535	0.999434
75	0.889072	0.999434
76	0.891878	0.999217
77	0.893943	0.999218
78	0.855102	0.999218
79	0.901606	0.999218
80	0.899981	0.999218
81	0.87999	0.999436
82	0.916922	0.999436
83	0.904357	0.999472
84	0.921767	0.999472
85	0.916709	0.998824
86	0.927474	0.998835
87	0.893518	0.998835
88	0.921478	0.998835
89	0.926986	0.998854
90	0.897063	0.998835
91	0.895687	0.998835
92	0.885871	0.998903
93	0.890098	0.999737
94	0.894858	0.999746
95	0.911103	0.999734
96	0.900574	0.998739
97	0.948303	0.999826
98	0.909757	0.999979
99	0.941954	0.998845
